,Id,Probability
0,3636,0.4491324895
1,3637,0.118369874
2,3638,0.6178550824
3,3639,0.035406822
4,3640,0.1208186711
5,3641,0.6921126178
6,3642,0.1185901912
7,3643,0.5639376775
8,3644,0.1966537854
9,3645,0.218707219
10,3646,0.6416756942
11,3647,0.7709115243
12,3648,0.1553187856
13,3649,0.087366277
14,3650,0.1380058118
15,3651,0.0753065249
16,3652,0.0148639868
17,3653,0.1390884556
18,3654,0.0769808252
19,3655,0.5739444735
20,3656,0.3992062818
21,3657,0.8241914222
22,3658,0.1139411379
23,3659,0.0592854766
24,3660,0.4218076507
25,3661,0.0338148293
26,3662,0.4237233482
27,3663,0.0484265135
28,3664,0.1166127352
29,3665,0.1548657409
30,3666,0.1299210745
31,3667,0.0599833171
32,3668,0.816328818
33,3669,0.0256706813
34,3670,0.7846766406
35,3671,0.4042845023
36,3672,0.2016286774
37,3673,0.7225869211
38,3674,0.0238333072
39,3675,0.7079190127
40,3676,0.6574717309
41,3677,0.516074729
42,3678,0.8132644385
43,3679,0.0872256599
44,3680,0.5686125895
45,3681,0.3040678375
46,3682,0.1330646828
47,3683,0.0849094494
48,3684,0.0174527724
49,3685,0.4513785953
50,3686,0.1391360135
51,3687,0.4045036036
52,3688,0.0051904816
53,3689,0.4770847926
54,3690,0.1471580781
55,3691,0.0139600172
56,3692,0.3166226725
57,3693,0.067344503
58,3694,0.4635680875
59,3695,0.7343914005
60,3696,0.6860898611
61,3697,0.3150232271
62,3698,0.4667867881
63,3699,0.3462490818
64,3700,0.1063744799
65,3701,0.1278679601
66,3702,0.3536329103
67,3703,0.8831909984
68,3704,0.4567957283
69,3705,0.3252544893
70,3706,0.1471041057
71,3707,0.2291023443
72,3708,0.8381744462
73,3709,0.037723809
74,3710,0.0265194895
75,3711,0.4966599052
76,3712,0.5627623963
77,3713,0.7696583686
78,3714,0.0100641687
79,3715,0.5997275971
80,3716,0.1339733652
81,3717,0.4847850921
82,3718,0.016845916
83,3719,0.0534558649
84,3720,0.0383520947
85,3721,0.0305216572
86,3722,0.101133479
87,3723,0.1363512664
88,3724,0.1685197422
89,3725,0.0905934259
90,3726,0.5426634091
91,3727,0.0490208046
92,3728,0.6268004155
93,3729,0.5760385495
94,3730,0.7124936083
95,3731,0.0813072913
96,3732,0.5545390426
97,3733,0.2166104808
98,3734,0.3641948702
99,3735,0.680273249
100,3736,0.0947673528
101,3737,0.3726129844
102,3738,0.8300937186
103,3739,0.485238943
104,3740,0.2789061213
105,3741,0.7048068244
106,3742,0.8253431305
107,3743,0.5744095219
108,3744,0.2810986847
109,3745,0.0440097922
110,3746,0.1087857664
111,3747,0.5322550854
112,3748,0.0325221101
113,3749,0.138233454
114,3750,0.4898311946
115,3751,0.0191353556
116,3752,0.1157882489
117,3753,0.4192108894
118,3754,0.067871738
119,3755,0.1361927914
120,3756,0.0128824782
121,3757,0.489038279
122,3758,0.7243018633
123,3759,0.3679555571
124,3760,0.1903794051
125,3761,0.0943526827
126,3762,0.0527763608
127,3763,0.847547747
128,3764,0.731031453
129,3765,0.0675281823
130,3766,0.7713514644
131,3767,0.5020989997
132,3768,0.7012945845
133,3769,0.0169238704
134,3770,0.8313917703
135,3771,0.3124959686
136,3772,0.2528111708
137,3773,0.2674933696
138,3774,0.2539968442
139,3775,0.0084686467
140,3776,0.3189912451
141,3777,0.4639053939
142,3778,0.6260938786
143,3779,0.4175340897
144,3780,0.3642505184
145,3781,0.3044478063
146,3782,0.0085745967
147,3783,0.4567953577
148,3784,0.1268019647
149,3785,0.0572094266
150,3786,0.0230518994
151,3787,0.8027404294
152,3788,0.6331292563
153,3789,0.2707829439
154,3790,0.4462730715
155,3791,0.1777123416
156,3792,0.0087481686
157,3793,0.8776636492
158,3794,0.4520933022
159,3795,0.4502263021
160,3796,0.0732169693
161,3797,0.7807041174
162,3798,0.1247086819
163,3799,0.3989711047
164,3800,0.0131856291
165,3801,0.1285043959
166,3802,0.0696843286
167,3803,0.0082340696
168,3804,0.3354046737
169,3805,0.0548951661
170,3806,0.0298313201
171,3807,0.1127610384
172,3808,0.532738252
173,3809,0.4682503845
174,3810,0.1975763921
175,3811,0.4412830656
176,3812,0.1559695944
177,3813,0.0858959331
178,3814,0.1566975193
179,3815,0.677593969
180,3816,0.3992062818
181,3817,0.055922972
182,3818,0.1770548581
183,3819,0.661249785
184,3820,0.0304998625
185,3821,0.8702171086
186,3822,0.6894911553
187,3823,0.0109387821
188,3824,0.3933771894
189,3825,0.1714855539
190,3826,0.6823798017
191,3827,0.7392290425
192,3828,0.3940038632
193,3829,0.7295309203
194,3830,0.2813789995
195,3831,0.7172355169
196,3832,0.1565553511
197,3833,0.1156161801
198,3834,0.0624838893
199,3835,0.0846343289
200,3836,0.7156462723
201,3837,0.0058327023
202,3838,0.3216426814
203,3839,0.1240497252
204,3840,0.0968877757
205,3841,0.1680213013
206,3842,0.0903339928
207,3843,0.0613004387
208,3844,0.506642619
209,3845,0.1327622547
210,3846,0.8271449101
211,3847,0.0530164572
212,3848,0.7346284094
213,3849,0.0344667892
214,3850,0.3560573359
215,3851,0.2643536554
216,3852,0.0672010042
217,3853,0.5551703524
218,3854,0.4965577621
219,3855,0.0611514818
220,3856,0.4571564021
221,3857,0.0495954473
222,3858,0.0294001236
223,3859,0.0925993863
224,3860,0.1463225598
225,3861,0.7203601986
226,3862,0.162264678
227,3863,0.3606371714
228,3864,0.156878991
229,3865,0.3339039391
230,3866,0.0454971416
231,3867,0.656710688
232,3868,0.4709921883
233,3869,0.1592707536
234,3870,0.0752770485
235,3871,0.4029312406
236,3872,0.3108077278
237,3873,0.1607656086
238,3874,0.4113664342
239,3875,0.021401325
240,3876,0.3984291441
241,3877,0.0371740845
242,3878,0.1881304896
243,3879,0.7178142819
244,3880,0.2477662844
245,3881,0.4419559678
246,3882,0.0125071262
247,3883,0.0648382026
248,3884,0.3970719468
249,3885,0.6357102887
250,3886,0.0065521621
251,3887,0.7118537283
252,3888,0.7591347818
253,3889,0.1983057687
254,3890,0.407305944
255,3891,0.0079746228
256,3892,0.4546522917
257,3893,0.1170322021
258,3894,0.2065528812
259,3895,0.0647244829
260,3896,0.8815219565
261,3897,0.0338005022
262,3898,0.0526128812
263,3899,0.1520087719
264,3900,0.8815219611
265,3901,0.0775497396
266,3902,0.0421433148
267,3903,0.3368028305
268,3904,0.007838601
269,3905,0.1643142932
270,3906,0.3231611632
271,3907,0.0074886043
272,3908,0.028469813
273,3909,0.5259433272
274,3910,0.0092545731
275,3911,0.1132950369
276,3912,0.9345079371
277,3913,0.059452455
278,3914,0.0362707993
279,3915,0.1253811509
280,3916,0.0155901814
281,3917,0.844150845
282,3918,0.0882199833
283,3919,0.231446705
284,3920,0.212888246
285,3921,0.4138681604
286,3922,0.2706180947
287,3923,0.0258414899
288,3924,0.5901172417
289,3925,0.368919168
290,3926,0.0737759549
291,3927,0.0686841555
292,3928,0.3274093539
293,3929,0.4702523006
294,3930,0.2611423243
295,3931,0.3961810592
296,3932,0.0442086647
297,3933,0.0182447532
298,3934,0.1113469206
299,3935,0.0060788805
300,3936,0.1110523564
301,3937,0.8669843388
302,3938,0.1553300089
303,3939,0.0265496557
304,3940,0.5177934006
305,3941,0.542373309
306,3942,0.7928729201
307,3943,0.0221016835
308,3944,0.1223301461
309,3945,0.8659897351
310,3946,0.3744248887
311,3947,0.3856924669
312,3948,0.1376673829
313,3949,0.1058100768
314,3950,0.14511434
315,3951,0.2962903705
316,3952,0.1331527381
317,3953,0.1008793519
318,3954,0.2153902598
319,3955,0.0392894934
320,3956,0.0184672438
321,3957,0.397782819
322,3958,0.1048958429
323,3959,0.6515080961
324,3960,0.016200614
325,3961,0.6179121963
326,3962,0.0681298713
327,3963,0.6625845094
328,3964,0.2756404391
329,3965,0.3677695982
330,3966,0.6628165098
331,3967,0.3172447754
332,3968,0.0170956426
333,3969,0.1516385446
334,3970,0.052047749
335,3971,0.4605362448
336,3972,0.0429674388
337,3973,0.1355286467
338,3974,0.1489711927
339,3975,0.2155857963
340,3976,0.6358020693
341,3977,0.8196531198
342,3978,0.2550100575
343,3979,0.0925665475
344,3980,0.3906713065
345,3981,0.80850304
346,3982,0.9033368308
347,3983,0.3037198617
348,3984,0.1697946282
349,3985,0.8642160724
350,3986,0.085392624
351,3987,0.004066255
352,3988,0.9374435796
353,3989,0.2581814775
354,3990,0.2440456391
355,3991,0.6257023713
356,3992,0.5681865178
357,3993,0.3237074958
358,3994,0.5348399777
359,3995,0.1094752095
360,3996,0.16934666
361,3997,0.4614692153
362,3998,0.0049485472
363,3999,0.3732491044
364,4000,0.0638971686
365,4001,0.386729829
366,4002,0.0436410509
367,4003,0.0253935784
368,4004,0.5437249882
369,4005,0.4402290273
370,4006,0.0500675795
371,4007,0.2277234119
372,4008,0.3854974815
373,4009,0.0872435291
374,4010,0.1463124661
375,4011,0.0663211031
376,4012,0.8302172183
377,4013,0.34680048
378,4014,0.340010828
379,4015,0.0094218886
380,4016,0.2105556364
381,4017,0.7624262251
382,4018,0.4473672943
383,4019,0.171588834
384,4020,0.276461015
385,4021,0.018694835
386,4022,0.2673346425
387,4023,0.0320440713
388,4024,0.6419662583
389,4025,0.2789943773
390,4026,0.2311067986
391,4027,0.3331467146
392,4028,0.0184037959
393,4029,0.075810146
394,4030,0.0921445324
395,4031,0.7268924979
396,4032,0.9015816731
397,4033,0.1401626801
398,4034,0.3333308544
399,4035,0.2671867776
400,4036,0.1152642942
401,4037,0.3422138043
402,4038,0.588052811
403,4039,0.1704971326
404,4040,0.0353088246
405,4041,0.1870050063
406,4042,0.1086436272
407,4043,0.3537748417
408,4044,0.4558729627
409,4045,0.069452797
410,4046,0.0503717334
411,4047,0.0692093732
412,4048,0.4075998938
413,4049,0.0100107035
414,4050,0.7225865489
415,4051,0.0379330339
416,4052,0.171289128
417,4053,0.0453638787
418,4054,0.6641751286
419,4055,0.4328915279
420,4056,0.6429910211
421,4057,0.3783567584
422,4058,0.163350021
423,4059,0.0317178312
424,4060,0.0416664696
425,4061,0.3591572484
426,4062,0.0213950313
427,4063,0.2255142852
428,4064,0.2289596954
429,4065,0.0602675658
430,4066,0.4480864686
431,4067,0.661857382
432,4068,0.3783566666
433,4069,0.2897870717
434,4070,0.0266953819
435,4071,0.1538090343
436,4072,0.8164780745
437,4073,0.3726129844
438,4074,0.3219483673
439,4075,0.7013010631
440,4076,0.2110911597
441,4077,0.0262319421
442,4078,0.7670400693
443,4079,0.0637425273
444,4080,0.1794388082
445,4081,0.2591571892
446,4082,0.3454656622
447,4083,0.2257064931
448,4084,0.9150347691
449,4085,0.0527763608
450,4086,0.8459781881
451,4087,0.0859835264
452,4088,0.0055232821
453,4089,0.3868308557
454,4090,0.0925272727
455,4091,0.2734224182
456,4092,0.3565594658
457,4093,0.0449835583
458,4094,0.2609429691
459,4095,0.0354030262
460,4096,0.0270675783
461,4097,0.0957127457
462,4098,0.8095923856
463,4099,0.585462206
464,4100,0.1705243696
465,4101,0.0875926128
466,4102,0.2250562505
467,4103,0.1494666674
468,4104,0.1042452493
469,4105,0.6881907267
470,4106,0.1087069702
471,4107,0.4069206214
472,4108,0.7065770965
473,4109,0.098025292
474,4110,0.5637709096
475,4111,0.7439626994
476,4112,0.6268086244
477,4113,0.1131261563
478,4114,0.1278679601
479,4115,0.2760898311
480,4116,0.0947565887
481,4117,0.0626953257
482,4118,0.6440839035
483,4119,0.3564689654
484,4120,0.5738501868
485,4121,0.4185410311
486,4122,0.7649310837
487,4123,0.2512332049
488,4124,0.1072391609
489,4125,0.1453639466
490,4126,0.1631675952
491,4127,0.5321612806
492,4128,0.1003975108
493,4129,0.2077677156
494,4130,0.1236339074
495,4131,0.0079951759
496,4132,0.1305826695
497,4133,0.8472759849
498,4134,0.3356564653
499,4135,0.1696388414
500,4136,0.0956772165
501,4137,0.1506539498
502,4138,0.7645008394
503,4139,0.2569091329
504,4140,0.3645809963
505,4141,0.7430873293
506,4142,0.1284524956
507,4143,0.4891689831
508,4144,0.073321215
509,4145,0.0758102007
510,4146,0.0962927957
511,4147,0.0483533627
512,4148,0.0084653262
513,4149,0.0224392525
514,4150,0.0106986696
515,4151,0.3919474527
516,4152,0.0572349591
517,4153,0.2805847231
518,4154,0.1106844637
519,4155,0.197271238
520,4156,0.144523676
521,4157,0.2512969749
522,4158,0.2365994897
523,4159,0.010774016
524,4160,0.3268315319
525,4161,0.1207488818
526,4162,0.3882584664
527,4163,0.4108034089
528,4164,0.086915468
529,4165,0.7017539002
530,4166,0.4852387482
531,4167,0.4894966415
532,4168,0.6013069025
533,4169,0.1721970957
534,4170,0.0686847833
535,4171,0.0790557106
536,4172,0.0682237732
537,4173,0.108977097
538,4174,0.1953358154
539,4175,0.5004284419
540,4176,0.1189441407
541,4177,0.0822163451
542,4178,0.7512975722
543,4179,0.6894916563
544,4180,0.0419673505
545,4181,0.0381145462
546,4182,0.0647244593
547,4183,0.3275507846
548,4184,0.1510173843
549,4185,0.3303571058
550,4186,0.0886948254
551,4187,0.0425820845
552,4188,0.0224473211
553,4189,0.2047138548
554,4190,0.0060680413
555,4191,0.5732213028
556,4192,0.4496450022
557,4193,0.0534314812
558,4194,0.3573752221
559,4195,0.7258967612
560,4196,0.2152381131
561,4197,0.0841634381
562,4198,0.0324057939
563,4199,0.2244844924
564,4200,0.076728937
565,4201,0.836418796
566,4202,0.6772398835
567,4203,0.6288218573
568,4204,0.6671580209
569,4205,0.0994554546
570,4206,0.4540412932
571,4207,0.0939808955
572,4208,0.2971446201
573,4209,0.0480891116
574,4210,0.9001442795
575,4211,0.5064310876
576,4212,0.3074937415
577,4213,0.0487645405
578,4214,0.0468977873
579,4215,0.5790286734
580,4216,0.1199810251
581,4217,0.7256200541
582,4218,0.2277978826
583,4219,0.2236224132
584,4220,0.5728893296
585,4221,0.0360642408
586,4222,0.2657294374
587,4223,0.7692646759
588,4224,0.4455553621
589,4225,0.0660839898
590,4226,0.1078250733
591,4227,0.0049165315
592,4228,0.067530794
593,4229,0.0182564489
594,4230,0.8584812362
595,4231,0.8357858708
596,4232,0.4046104123
597,4233,0.1504458243
598,4234,0.1498357183
599,4235,0.3203985631
600,4236,0.7382387076
601,4237,0.661227249
602,4238,0.1148901344
603,4239,0.4567948019
604,4240,0.128769586
605,4241,0.8351852991
606,4242,0.0199956739
607,4243,0.1689439508
608,4244,0.3780881259
609,4245,0.3535213201
610,4246,0.0574738931
611,4247,0.0045365034
612,4248,0.0814557429
613,4249,0.0365275788
614,4250,0.1079788278
615,4251,0.7679756758
616,4252,0.4614701698
617,4253,0.3168502416
618,4254,0.8111496766
619,4255,0.1497430656
620,4256,0.8699348788
621,4257,0.2911144498
622,4258,0.0858959637
623,4259,0.3662146046
624,4260,0.0059131365
625,4261,0.1046759256
626,4262,0.410560208
627,4263,0.5163686832
628,4264,0.1183531665
629,4265,0.0481514676
630,4266,0.6658529992
631,4267,0.1079525804
632,4268,0.7494592483
633,4269,0.0298353599
634,4270,0.3935666875
635,4271,0.5976118116
636,4272,0.0596971799
637,4273,0.0566264118
638,4274,0.1387112793
639,4275,0.3392738018
640,4276,0.5170652133
641,4277,0.3535254279
642,4278,0.826202594
643,4279,0.0454576972
644,4280,0.5066428028
645,4281,0.0745739568
646,4282,0.4293196933
647,4283,0.9366098175
648,4284,0.2232953578
649,4285,0.6738230268
650,4286,0.0726360457
651,4287,0.3450615319
652,4288,0.2511416678
653,4289,0.8595822166
654,4290,0.0968903838
655,4291,0.0179788203
656,4292,0.8459781881
657,4293,0.3484060805
658,4294,0.2881958138
659,4295,0.4153604721
660,4296,0.0771951651
661,4297,0.7746851023
662,4298,0.6259339077
663,4299,0.046230319
664,4300,0.1703931171
665,4301,0.4129849133
666,4302,0.6315372969
667,4303,0.0991358927
668,4304,0.0304623701
669,4305,0.2525019132
670,4306,0.0542663924
671,4307,0.6867003339
672,4308,0.0623178267
673,4309,0.039808563
674,4310,0.2593015537
675,4311,0.7781841774
676,4312,0.2109756023
677,4313,0.5796653846
678,4314,0.7686790793
679,4315,0.2917667928
680,4316,0.5443137377
681,4317,0.606506574
682,4318,0.8845549882
683,4319,0.1424735078
684,4320,0.0522986176
685,4321,0.3530667056
686,4322,0.0403459801
687,4323,0.6516957538
688,4324,0.1892975021
689,4325,0.3711763042
690,4326,0.4202153614
691,4327,0.1727576768
692,4328,0.6235817153
693,4329,0.045640182
694,4330,0.2580737321
695,4331,0.1884209354
696,4332,0.7506805098
697,4333,0.0542785935
698,4334,0.7836122187
699,4335,0.0688807955
700,4336,0.5445942463
701,4337,0.0310446139
702,4338,0.7950016954
703,4339,0.3186532918
704,4340,0.0696884227
705,4341,0.660793798
706,4342,0.323578961
707,4343,0.2170743105
708,4344,0.159850452
709,4345,0.2491610325
710,4346,0.1493892236
711,4347,0.3859934089
712,4348,0.1555217821
713,4349,0.3481042779
714,4350,0.2009983947
715,4351,0.0753559834
716,4352,0.0228687972
717,4353,0.1228138429
718,4354,0.0314164403
719,4355,0.8451295985
720,4356,0.0602276791
721,4357,0.8433179786
722,4358,0.4386400513
723,4359,0.4222084196
724,4360,0.0562476378
725,4361,0.1232890385
726,4362,0.2198587763
727,4363,0.1058570536
728,4364,0.075464233
729,4365,0.1518404125
730,4366,0.029372665
731,4367,0.5088936289
732,4368,0.0595966756
733,4369,0.2556426575
734,4370,0.8444449798
735,4371,0.0986590302
736,4372,0.0697023973
737,4373,0.8110217004
738,4374,0.3019410886
739,4375,0.0714233479
740,4376,0.5479639956
741,4377,0.676370947
742,4378,0.1830361464
743,4379,0.2186763518
744,4380,0.2544572542
745,4381,0.7492795638
746,4382,0.1038145599
747,4383,0.457112849
748,4384,0.8223469703
749,4385,0.7114864185
750,4386,0.5849547555
751,4387,0.6797123165
752,4388,0.0493309183
753,4389,0.0089556891
754,4390,0.0298206584
755,4391,0.6597770211
756,4392,0.0335143988
757,4393,0.2125188266
758,4394,0.3832607677
759,4395,0.4248086613
760,4396,0.0117337437
761,4397,0.7381768448
762,4398,0.0820710679
763,4399,0.3780876899
764,4400,0.0249717032
765,4401,0.1275563449
766,4402,0.3641768418
767,4403,0.5893313259
768,4404,0.8137125226
769,4405,0.117428248
770,4406,0.0113521789
771,4407,0.3367756962
772,4408,0.0634100777
773,4409,0.5734096961
774,4410,0.0066512735
775,4411,0.0764164248
776,4412,0.3463241456
777,4413,0.3334121413
778,4414,0.0666607792
779,4415,0.0925684416
780,4416,0.7561838658
781,4417,0.5205846632
782,4418,0.6042871357
783,4419,0.1382334077
784,4420,0.2536564806
785,4421,0.1040780117
786,4422,0.1910436401
787,4423,0.2977505114
788,4424,0.0098448772
789,4425,0.7203602772
790,4426,0.6213621052
791,4427,0.5606668392
792,4428,0.5213394841
793,4429,0.3043914295
794,4430,0.0187424831
795,4431,0.0650514191
796,4432,0.1489898127
797,4433,0.2831155618
798,4434,0.1802489385
799,4435,0.5986206029
800,4436,0.0468734357
801,4437,0.5268322856
802,4438,0.0702545282
803,4439,0.107639635
804,4440,0.6178551706
805,4441,0.2811649482
806,4442,0.2547062128
807,4443,0.1382932682
808,4444,0.6133868195
809,4445,0.4035877674
810,4446,0.8619561508
811,4447,0.300223347
812,4448,0.0583185465
813,4449,0.0920124702
814,4450,0.3427413593
815,4451,0.0942519589
816,4452,0.8246695793
817,4453,0.0716915495
818,4454,0.0778671671
819,4455,0.0327638611
820,4456,0.5010289252
821,4457,0.5227785914
822,4458,0.0275573335
823,4459,0.4451702124
824,4460,0.250146517
825,4461,0.0642072412
826,4462,0.438258012
827,4463,0.1193499084
828,4464,0.5050714175
829,4465,0.7287449616
830,4466,0.0805251485
831,4467,0.3396968133
832,4468,0.03584704
833,4469,0.6225011755
834,4470,0.1180795853
835,4471,0.0531104453
836,4472,0.0342183595
837,4473,0.6884837951
838,4474,0.153757692
839,4475,0.1256724676
840,4476,0.5779544115
841,4477,0.3469649517
842,4478,0.5752003687
843,4479,0.8351821318
844,4480,0.1864726055
845,4481,0.8028564767
846,4482,0.0370944752
847,4483,0.5272721114
848,4484,0.7387465945
849,4485,0.2654439999
850,4486,0.0551636248
851,4487,0.29140332
852,4488,0.0994639596
853,4489,0.0140573685
854,4490,0.0554801068
855,4491,0.0132687948
856,4492,0.0092507308
857,4493,0.0286917743
858,4494,0.7501710176
859,4495,0.2255176229
860,4496,0.8318590188
861,4497,0.3213692591
862,4498,0.0164303531
863,4499,0.8204786682
864,4500,0.0812897745
865,4501,0.7450862618
866,4502,0.6824553287
867,4503,0.312355135
868,4504,0.3071323337
869,4505,0.4187302404
870,4506,0.0269728186
871,4507,0.842112534
872,4508,0.4403697304
873,4509,0.0566555648
874,4510,0.6033829347
875,4511,0.0033946399
876,4512,0.4644239512
877,4513,0.746368319
878,4514,0.5066445492
879,4515,0.386961411
880,4516,0.0456325373
881,4517,0.7040664954
882,4518,0.3465987545
883,4519,0.4119836176
884,4520,0.0486079079
885,4521,0.0915426242
886,4522,0.6489525124
887,4523,0.3961419911
888,4524,0.782006454
889,4525,0.6275397914
890,4526,0.8390039297
891,4527,0.1664441797
892,4528,0.1701445151
893,4529,0.3243122774
894,4530,0.0858959331
895,4531,0.4368803445
896,4532,0.6725719053
897,4533,0.0673712303
898,4534,0.3239622444
899,4535,0.1426273867
900,4536,0.0377531935
901,4537,0.3421104005
902,4538,0.3683020875
903,4539,0.4958588907
904,4540,0.4080900656
905,4541,0.1672495582
906,4542,0.3789256302
907,4543,0.4046104123
908,4544,0.0784077927
